dobih_number,name,height_m,height_ft,xcoord,ycoord,1891,1921,1933,1953,1969,1974,1981,1984,1990,1997,2021,latitude,longitude,nearest_center,min_distance_km,nearest_center_lat,nearest_center_lon
207,Beinn Sgulaird,937.0,3074.0,205303.0,746088.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.566249409151794,-5.170381144920292,Invercreran,3.792599786715056,56.5731347,-5.2310167
232,Ben Cruachan,1127.0,3698.0,206962.0,730472.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.426851530635176,-5.131848971646878,Lochawe,5.932163726210859,56.3966493,-5.0523565
234,Ben Cruachan - Stob Dearg [Taynuilt Peak],1103.1,3619.0,206236.0,730745.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.42900300201648,-5.143803857080744,Taynuilt,5.875107556363909,56.4290505,-5.2393536
243,Ben Cruachan - Drochaid Ghlas,1024.4,3361.0,208331.0,730770.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.43008275842664,-5.109905139171827,Lochawe,5.133438395692772,56.3966493,-5.0523565
260,Ben Cruachan - Meall Cuanail,920.2,3019.0,206977.0,729562.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.41869438742896,-5.130934742348988,Lochawe,5.420257325567892,56.3966493,-5.0523565
244,Stob Daimh [Stob Diamh],999.2,3278.0,209482.0,730858.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.43133827220756,-5.091334224064555,Lochawe,4.541662934743407,56.3966493,-5.0523565
250,Stob Daimh - Stob Garbh,981.7,3221.0,209558.0,730249.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.42590562294957,-5.089660226583536,Lochawe,3.9810838876441945,56.3966493,-5.0523565
253,Stob Daimh - Sron An Isean,966.6,3171.0,209926.0,731145.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.43409199995137,-5.084354087614115,Lochawe,4.6051983323388646,56.3966493,-5.0523565
249,Beinn Eunaich,989.0,3245.0,213562.0,732797.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.450363623198214,-5.026655525623101,Lochawe,6.178340623679062,56.3966493,-5.0523565
251,Beinn a' Chochuill,980.0,3215.0,210978.0,732848.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.44979246215389,-5.068551712991751,Lochawe,5.992591999138673,56.3966493,-5.0523565
254,Beinn nan Aighenan,960.0,3150.0,214851.0,740528.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.52023074864097,-5.0112671019148305,Dalmally,13.260100902919715,56.4027002,-4.9747363
238,Ben Starav,1079.5,3542.0,212576.0,742714.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.53894064779292,-5.049766051454933,Invercreran,11.740125482696294,56.5731347,-5.2310167
242,Ben Starav - Stob Coire Dheirg,1027.7,3372.0,213134.0,742665.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.53872325149218,-5.040670259555082,Invercreran,12.276362936416412,56.5731347,-5.2310167
239,Ben Starav - Stob Coire Dheirg (1984-1990 position),1068.0,3504.0,212838.0,742486.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,56.53699962560338,-5.045347512004685,Invercreran,12.067045358908453,56.5731347,-5.2310167
257,Ben Starav - Meall Cruidh,930.0,3051.0,212914.0,741562.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.52874048084734,-5.0434480539558795,Invercreran,12.511135674639458,56.5731347,-5.2310167
259,Ben Starav - Stob an Duine Ruaidh,918.0,3012.0,212464.0,741000.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,56.52351940741763,-5.050347366099815,Invercreran,12.3721680825289,56.5731347,-5.2310167
245,Glas Bheinn Mhor,997.7,3273.0,215327.0,742982.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.542434063137875,-5.005286051404711,Invercreran,14.24756832518938,56.5731347,-5.2310167
241,Stob Coir' an Albannaich,1044.0,3425.0,216952.0,744303.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.554921523871194,-4.979828085352766,Bridge of Orchy,13.69676113361554,56.5176858,-4.7668913
258,Meall nan Eun,928.0,3045.0,219248.0,744903.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.56119394112757,-4.942946056440645,Bridge of Orchy,11.828310073650293,56.5176858,-4.7668913
237,Stob Ghabhar,1090.0,3576.0,223017.0,745515.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.56812083683678,-4.882120457409776,Bridge of Orchy,9.019412042232084,56.5176858,-4.7668913
247,Stob Ghabhar - Aonach Eagach,1000.0,3281.0,223542.0,745359.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.56691875948357,-4.873481702157075,Bridge of Orchy,8.52457699225099,56.5176858,-4.7668913
248,Stob Ghabhar - Sron a' Ghearrain,990.0,3248.0,222102.0,745661.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.56908494548849,-4.89709141897549,Bridge of Orchy,9.816843516465907,56.5176858,-4.7668913
252,Stob Ghabhar - Sron nan Giubhas,976.0,3202.0,223050.0,746188.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.57417175101491,-4.882043728591341,Bridge of Orchy,9.448530441019924,56.5176858,-4.7668913
256,Stob Ghabhar - Stob a' Bhruaich Leith,941.0,3087.0,220863.0,745985.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.57152075830899,-4.917452008895106,Bridge of Orchy,11.000753717309099,56.5176858,-4.7668913
255,Stob a' Choire Odhair,945.0,3100.0,225731.0,745982.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.57332653724175,-4.838324214381503,Bridge of Orchy,7.57971667166883,56.5176858,-4.7668913
235,Creise,1099.8,3608.0,223854.0,750645.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro,Munro,56.61446475191334,-4.8720090889043375,Kinlochleven,12.464511218039235,56.7142979,-4.9647756
240,Creise - Mam Coire Easain,1070.0,3510.0,223884.0,750001.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.60869773990904,-4.871082052384617,Bridge of Orchy,11.965305333636984,56.5176858,-4.7668913
236,Creise - Clach Leathad,1099.0,3606.0,224032.0,749320.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.60264303544361,-4.868210584320786,Bridge of Orchy,11.30424437853935,56.5176858,-4.7668913
246,Creise - Stob a' Ghlais Choire,995.6,3266.0,223992.0,751622.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.623282732311026,-4.870429191671405,Kinlochleven,11.646984559797959,56.7142979,-4.9647756
233,Meall a' Bhuiridh,1107.9,3635.0,225063.0,750346.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.61223482779895,-4.852133045883014,Bridge of Orchy,11.739075397311316,56.5176858,-4.7668913
278,Ben Nevis,1344.53,4411.0,216666.0,771288.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.796903684960306,-5.003696042293008,Glen Nevis,4.856540392706363,56.809849,-5.0798829
280,Ben Nevis - Carn Dearg (NW),1221.0,4006.0,215942.0,771916.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.80225175272046,-5.015985587670503,Glen Nevis,3.9805150146339154,56.809849,-5.0798829
283,Ben Nevis - Carn Dearg (NW) (old GR),1214.0,3983.0,215888.0,772131.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.804159164452166,-5.017023634660474,Glen Nevis,3.878500950866162,56.809849,-5.0798829
304,Ben Nevis - Carn Dearg (SW),1020.0,3346.0,215565.0,770110.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.785900813674886,-5.020846042294587,Glen Nevis,4.473617779810825,56.809849,-5.0798829
279,Aonach Beag,1234.0,4049.0,219707.0,771502.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.80001161029786,-4.954126707647685,Glen Nevis,7.733566692401058,56.809849,-5.0798829
294,Aonach Beag - Stob Coire Bhealaich,1101.0,3612.0,220153.0,770898.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.79476533178328,-4.946408517393717,Glen Nevis,8.297534929064554,56.809849,-5.0798829
316,Aonach Beag - Sgurr a' Bhuic,963.0,3159.0,220409.0,770169.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.788323831134306,-4.941710582508679,Kinlochleven,8.350552721535882,56.7142979,-4.9647756
281,Aonach Mor,1220.4,4004.0,219306.0,772962.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.812954460551104,-4.961717305142869,Glen Nevis,7.200755752618023,56.809849,-5.0798829
299,Aonach Mor - Stob an Chul-Choire [Stob an Cul Choire],1070.1,3511.0,220309.0,773109.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81466186500688,-4.945414565424816,Glen Nevis,8.202073068213906,56.809849,-5.0798829
311,Aonach Mor - Stob Coire an Fhir Dhuibh,986.0,3235.0,220848.0,773611.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81937358447919,-4.936950177883372,Spean Bridge,8.136150352933617,56.8920582,-4.9215585
322,Aonach Mor - Tom na Sroine,918.7,3014.0,220774.0,774515.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.82745544506799,-4.938796368198429,Spean Bridge,7.259524429177617,56.8920582,-4.9215585
282,Carn Mor Dearg,1220.0,4003.0,217748.0,772172.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.805259281009306,-4.986636804073198,Glen Nevis,5.699157753951295,56.809849,-5.0798829
284,Carn Mor Dearg - Carn Dearg Meadhonach,1179.0,3868.0,217596.0,772686.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.8098109455053,-4.989489878761243,Glen Nevis,5.502250504360814,56.809849,-5.0798829
307,Carn Mor Dearg - Carn Beag Dearg,1010.0,3314.0,217146.0,773596.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81779806242374,-4.99750197371768,Glen Nevis,5.091328740762632,56.809849,-5.0798829
296,Sgurr Choinnich Mor,1094.0,3589.0,222771.0,771419.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.80044399794065,-4.903966215787521,Spean Bridge,10.243054017720885,56.8920582,-4.9215585
317,Sgurr Choinnich Mor - Sgurr Choinnich Beag,963.0,3159.0,222017.0,771037.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.7967289607977,-4.916029551701428,Kinlochleven,9.635544687678948,56.7142979,-4.9647756
289,Stob Coire an Laoigh,1116.0,3661.0,223984.0,772532.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.81089037439344,-4.884898050685163,Inverroy,9.101286263104504,56.892059,-4.8656263
291,Stob Coire an Laoigh - Caisteal,1106.0,3629.0,224664.0,772938.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81478990706729,-4.874054092611999,Inverroy,8.607196945924692,56.892059,-4.8656263
297,Stob Coire an Laoigh - Stob Coire Easain,1080.0,3543.0,223475.0,772737.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81253675128398,-4.893365674355403,Inverroy,9.001881396220082,56.892059,-4.8656263
298,Stob Coire an Laoigh - Stob Coire Cath na Sine,1082.4,3551.0,225234.0,773051.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81601831862069,-4.864806775463409,Inverroy,8.4554847940347,56.892059,-4.8656263
306,Stob Coire an Laoigh - Beinn na Socaich,1007.0,3304.0,223629.0,773484.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81929729055622,-4.8913631216932965,Inverroy,8.240644047358044,56.892059,-4.8656263
285,Stob Choire Claurigh,1177.0,3862.0,226196.0,773878.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.823798995839475,-4.849632221869136,Roybridge,7.523538652353857,56.8913146,-4.8415287
286,Stob Choire Claurigh North Top,1121.0,3678.0,226233.0,774279.0,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.827410742942746,-4.849300154034304,Roybridge,7.121471872934567,56.8913146,-4.8415287
288,Stob Choire Claurigh - Stob Coire na Ceannain,1123.0,3684.0,226780.0,774590.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.83040532405371,-4.840559871164107,Roybridge,6.773058514530302,56.8913146,-4.8415287
293,Stob Choire Claurigh - Stob a' Choire Leith,1105.0,3625.0,225675.0,773663.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.82167488783593,-4.85801046519896,Roybridge,7.808141679942996,56.8913146,-4.8415287
318,Stob Choire Claurigh - Stob Coire Gaibhre [Stob Coire na Gaibhre],958.0,3143.0,226093.0,775715.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.840242646355364,-4.852571524997462,Roybridge,5.718466671188055,56.8913146,-4.8415287
314,Stob Ban,977.0,3205.0,226669.0,772395.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.8106694682078,-4.840884363625431,Roybridge,8.967415096491338,56.8913146,-4.8415287
290,Stob Coire Easain,1115.0,3658.0,230802.0,773066.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.81821216491349,-4.7737195050406935,Roybridge,9.114296476832616,56.8913146,-4.8415287
292,Stob a' Choire Mheadhoin,1105.0,3625.0,231652.0,773643.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.823698133048566,-4.760192669516368,Roybridge,8.998832435426989,56.8913146,-4.8415287
305,Sgurr Eilde Mor,1010.0,3314.0,223054.0,765788.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.750030065809646,-4.895442148227181,Kinlochleven,5.802739656576705,56.7142979,-4.9647756
320,Binnein Beag,943.0,3094.0,222173.0,767714.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.766974887473815,-4.911167112328069,Kinlochleven,6.707970430655433,56.7142979,-4.9647756
287,Binnein Mor,1130.0,3707.0,221219.0,766352.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.75439015202522,-4.925801869978084,Kinlochleven,5.052221641614919,56.7142979,-4.9647756
300,Binnein Mor South Top,1062.0,3484.0,221107.0,765695.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.74845267881148,-4.927172167563485,Kinlochleven,4.436747584213399,56.7142979,-4.9647756
319,Binnein Mor - Sgor Eilde Beag,955.7,3135.0,221963.0,765300.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.7452364008028,-4.912919486244399,Kinlochleven,4.673442829267719,56.7142979,-4.9647756
301,Na Gruagaichean,1054.3,3459.0,220307.0,765200.0,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.743704029882956,-4.939888460038259,Kinlochleven,3.6050605262390034,56.7142979,-4.9647756
302,Na Gruagaichean NW Top,1038.8,3408.0,220105.0,765440.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.74577936547696,-4.94335505018101,Kinlochleven,3.7364940820732264,56.7142979,-4.9647756
312,An Gearanach,981.5,3220.0,218770.0,766992.0,Munro,Munro Top,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.759186258851244,-4.966250902906736,Kinlochleven,4.992168694184494,56.7142979,-4.9647756
315,An Gearanach - An Garbhanach,974.9,3198.0,218819.0,766569.0,Munro Top,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.75541035078362,-4.9651512178950465,Kinlochleven,4.5715533537247826,56.7142979,-4.9647756
313,Stob Coire a' Chairn,981.3,3219.0,218561.0,766063.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.75077041486479,-4.969006359267131,Kinlochleven,4.063760550034302,56.7142979,-4.9647756
303,Am Bodach,1031.8,3385.0,217637.0,765097.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.74174353552082,-4.9834074308864835,Kinlochleven,3.256598718089851,56.7142979,-4.9647756
308,Sgurr a' Mhaim - Sgurr an Iubhair [Sgor an Iubhair],999.7,3280.0,216521.0,765512.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro,Munro,Munro,Munro Top,Munro Top,56.745028901624174,-5.001923830639233,Kinlochleven,4.1002201243360075,56.7142979,-4.9647756
310,Sgurr a' Mhaim - Stob Choire a' Mhail,990.0,3248.0,216329.0,766001.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.74934024653787,-5.00540915159285,Kinlochleven,4.61801084042664,56.7142979,-4.9647756
295,Sgurr a' Mhaim,1099.0,3606.0,216465.0,766730.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.755933827790884,-5.003710864845674,Kinlochleven,5.203217015225084,56.7142979,-4.9647756
309,Stob Ban,999.7,3280.0,214777.0,765443.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.74372046487002,-5.03034742331334,Kinlochleven,5.167538576374316,56.7142979,-4.9647756
321,Mullach nan Coirean,939.3,3082.0,212233.0,766243.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.74987968138947,-5.072465409487179,Glen Nevis,6.68357642015167,56.809849,-5.0798829
323,Mullach nan Coirean SE Top,917.5,3010.0,213125.0,765472.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.74332157508534,-5.057338379641588,Kinlochleven,6.503713821721978,56.7142979,-4.9647756
324,Mullach nan Coirean East Top,916.6,3007.0,213731.0,765600.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,56.74471228205372,-5.047538203147255,Kinlochleven,6.076637463460796,56.7142979,-4.9647756
356,Stob Coire Sgriodain,979.0,3212.0,235669.0,774381.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.83175794593939,-4.694929032828469,Roybridge,11.10254167407962,56.8913146,-4.8415287
360,Stob Coire Sgriodain South Top,958.0,3143.0,235935.0,773883.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.82738309580266,-4.690254218036057,Roybridge,11.623308492808734,56.8913146,-4.8415287
351,Chno Dearg,1046.0,3432.0,237741.0,774115.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.83009897700151,-4.6608423055283374,Roybridge,12.921707087699817,56.8913146,-4.8415287
357,Chno Dearg - Meall Garbh (old GR),975.0,3199.0,237107.0,773051.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.820329176592864,-4.670539987362616,Roybridge,13.052439646052127,56.8913146,-4.8415287
358,Chno Dearg - Meall Garbh,976.0,3202.0,237172.0,772759.0,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.81773161691602,-4.669289835505743,Roybridge,13.289200069260708,56.8913146,-4.8415287
364,Beinn na Lap,935.0,3068.0,237616.0,769585.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.78940401211299,-4.660005161788746,Roybridge,15.82095800281446,56.8913146,-4.8415287
363,Carn Dearg,941.0,3087.0,241773.0,766143.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.759945967393584,-4.589900939157888,Roybridge,21.160832579433944,56.8913146,-4.8415287
361,Sgor Gaibhre,955.0,3133.0,244477.0,767448.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.77256826413258,-4.546512030134262,Roybridge,22.281029334523662,56.8913146,-4.8415287
365,Sgor Gaibhre - Sgor Choinnich,929.0,3048.0,244360.0,768323.0,Munro,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.78038200058595,-4.548957073856336,Roybridge,21.653447905332147,56.8913146,-4.8415287
348,Beinn Eibhinn,1103.3,3620.0,244965.0,773302.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.82526871820939,-4.542090575691776,Roybridge,19.628895679100783,56.8913146,-4.8415287
366,Beinn Eibhinn - Meall Glas Choire,924.0,3031.0,243675.0,772782.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.820169939863405,-4.562886292460912,Roybridge,18.696376267933534,56.8913146,-4.8415287
368,Beinn Eibhinn - Mullach Coire nan Nead,922.0,3025.0,243026.0,773429.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.825757708255836,-4.573905960743313,Roybridge,17.827538780634974,56.8913146,-4.8415287
347,Aonach Beag,1115.8,3661.0,245786.0,774190.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.833511372784876,-4.529189682658868,Roybridge,20.043940208923736,56.8913146,-4.8415287
346,Geal-Charn,1132.0,3714.0,246992.0,774629.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.83785000792537,-4.509708655082668,Dalwhinnie,19.496116373332573,56.934472,-4.2418957
353,Geal-Charn - Sgor Iutharn,1028.0,3373.0,248969.0,774386.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.83631597675556,-4.477192376052811,Dalwhinnie,17.98427531331456,56.934472,-4.2418957
352,Carn Dearg,1034.0,3392.0,250416.0,776444.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.85525506133317,-4.454708723484028,Dalwhinnie,15.640799833497061,56.934472,-4.2418957
369,Carn Dearg - Diollaid a' Chairn,925.0,3035.0,248715.0,775779.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.848735537712,-4.482179131609404,Dalwhinnie,17.43206362691759,56.934472,-4.2418957
349,Beinn a' Chlachair,1087.0,3566.0,247122.0,778155.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.86953800614062,-4.5096990257478025,Dalwhinnie,17.79206947229296,56.934472,-4.2418957
367,Creag Pitridh,924.0,3031.0,248752.0,781459.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.899725362852216,-4.484954717138596,Dalwhinnie,15.250236700428799,56.934472,-4.2418957
350,Geal Charn,1049.0,3442.0,250432.0,781181.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.89777546453157,-4.457235922073992,Dalwhinnie,13.692744540972726,56.934472,-4.2418957
355,Geal Charn - Sron Garbh,1023.0,3356.0,250933.0,781075.0,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,Munro Top,56.89698548754061,-4.448956735870078,Dalwhinnie,13.24141494286279,56.934472,-4.2418957
345,Ben Alder,1148.0,3766.0,249616.0,771855.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.81380974467926,-4.465104978508903,Dalwhinnie,19.07837222260673,56.934472,-4.2418957
354,Beinn Bheoil,1019.0,3343.0,251716.0,771722.0,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,Munro,56.813290431321164,-4.430662265286905,Dalwhinnie,17.695888984515452,56.934472,-4.2418957
